index;name;album;artist;release_date;length;popularity;mode;acousticness;danceability;energy;instrumentalness;liveness;valence;loudness;speechiness;tempo;duration_ms;time_signature;genre;url
5800;Nosso cupido foi Deus;Nosso cupido foi Deus;Paula Mattos;43280;186276;45;0;0,313;0,359;0,937;0;0,499;0,416;-3,64;0,232;159,654;186276;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/7DK52ZiA1fAJJUr26p9R7X
5801;Breathe;Breathe;Lowderz;43276;187317;45;1;0,0249;0,719;0,636;0,771;0,123;0,254;-6,505;0,0343;123,035;187317;4;['brazilian bass', 'brazilian edm'];https://open.spotify.com/track/1GqEQAVhcaKHV4YwaHnOhd
5802;Helium (Sia vs. David Guetta & Afrojack);Helium (Sia vs. David Guetta & Afrojack);Sia;43125;237372;61;1;0,0977;0,542;0,587;0;0,2;0,243;-6,145;0,035;136,915;237372;4;['dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop'];https://open.spotify.com/track/2ludbmtPoyCPe2K08fAlFl
5803;Sejas Bem Feliz;Sejas Bem Feliz;Cynthia Luz;43167;202434;44;0;0,432;0,644;0,219;0;0,0994;0,159;-14,797;0,0719;114,867;202435;4;['brazilian edm', 'brazilian hip hop'];https://open.spotify.com/track/4d8FiRf83bWZk7EZpEE1GA
5804;Say;Ready;Ruel;43266;227433;70;1;0,771;0,617;0,315;0;0,0809;0,447;-7,998;0,0326;119,822;227434;3;['australian alternative pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/5VjTlCuX8C11QDunDwvyNh
5805;Fall In Line (feat. Demi Lovato);Fall In Line (feat. Demi Lovato);Christina Aguilera;43236;248544;58;0;0,209;0,39;0,631;0;0,277;0,197;-4,701;0,0769;123,042;248544;3;['indiecoustica', 'modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock'];https://open.spotify.com/track/25qfFpoGhk9Njgu5nl36sS
5806;Love No More;Love No More;Loud Luxury;43343;168635;63;1;0,0217;0,766;0,674;0,0000587;0,258;0,214;-6,245;0,0538;121,012;168636;4;['dance pop', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house'];https://open.spotify.com/track/0E8WJOFs2eWD67USh7C6Qd
5807;Disco Arranhado;Não Importa o Lugar;César Menotti & Fabiano;43168;171973;44;1;0,61;0,731;0,852;0;0,344;0,579;-4,598;0,0461;106,055;171973;4;['adoracao', 'brazilian gospel'];https://open.spotify.com/track/095l0cDbBUgURjC4mTJxne
5808;All Night;All Night;Woo2Tech;43336;201290;45;0;0,00539;0,665;0,837;0,261;0,0813;0,79;-7,292;0,0399;124,028;201290;4;['brazilian edm'];https://open.spotify.com/track/4QBUNLIwG1G58nMqOD4BhG
5809;Rebola Pro Pai;Rebola Pro Pai;MC G15;43298;229560;45;1;0,182;0,919;0,684;0,00000133;0,326;0,689;-2,97;0,0659;129,958;229560;4;['brega funk', 'funk carioca', 'funk das antigas', 'funk ostentacao'];https://open.spotify.com/track/3sJ5uHoHGZHzZLOAmlCDeM
5810;Você Não Me Ensinou a Te Esquecer - Ao Vivo;Ao Vivo no Mercado Público de Floripa;Quinteto S.A.;43144;259343;45;0;0,666;0,566;0,542;0,0000524;0,0803;0,677;-13,645;0,0335;95,24;259344;4;['pagode novo'];https://open.spotify.com/track/12DfvkRveaYuAih8IpLBIu
5811;I Got You (I Feel Good);Fifty Shades Freed (Original Motion Picture Soundtrack);Various Artists;43140;196426;57;0;0,024;0,724;0,534;0,00014;0,0984;0,257;-8,258;0,231;145,972;196427;4;['reggaeton', 'reggaeton flow'];https://open.spotify.com/track/1ry2SRTPT0w0FvdRtvr64K
5812;My Life Be Like(Grits);Elemental;L. Starz;43388;185914;62;1;0,0327;0,636;0,905;0,0000169;0,176;0,705;-4,065;0,0652;99,059;185915;4;[];https://open.spotify.com/track/1NHmcD7dVRn3RAB98wcgIa
5813;Copo que Vai Enchendo;Yasmin Santos, EP3;Yasmin Santos;43364;194472;44;0;0,491;0,717;0,741;0;0,289;0,679;-5,836;0,0502;116,83;194472;4;['sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/7meTS1QKt2zSCjAK48MlzG
5814;Pot-Pourri: Em Tempo de Avanço / Mineiro de Monte Belo / Viola Pagodeira / Cada um Com Os Seus Problemas / Bruto Rústico e Sistemático;Brutos de Verdade;Jads & Jadson;43322;248161;44;1;0,695;0,634;0,656;0;0,106;0,753;-4,954;0,0354;106,563;248162;4;['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario'];https://open.spotify.com/track/148BSoi9bVhm2abaBr9gMD
5815;Begging;Dua Lipa (Complete Edition);Dua Lipa;43392;194106;60;1;0,024;0,683;0,794;0;0,302;0,327;-4,558;0,0533;105,941;194107;4;['dance pop', 'pop', 'uk pop'];https://open.spotify.com/track/1LPGXjVWl8EnrnyaOgPpBm
5816;Fake;Fake;The Tech Thieves;43315;141176;64;0;0,393;0,661;0,432;0,00158;0,096;0,554;-7,078;0,0362;169,978;141176;4;['bass trap', 'modern alternative rock', 'traprun'];https://open.spotify.com/track/5d7P5eapBbN3gfce5ARfuh
5817;Think About Us;LM5 (Deluxe);Little Mix;43420;235146;61;1;0,0709;0,477;0,791;0;0,112;0,603;-3,331;0,12;175,869;235147;4;['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop'];https://open.spotify.com/track/5ecQ5IpXRvNgnsAuw40dOq
5818;Só pra começar;Bonde da madrugada pt. 2;ConeCrewDiretoria;43182;212874;44;0;0,258;0,764;0,72;0;0,11;0,73;-6,121;0,518;92,659;212875;4;['brazilian edm', 'brazilian hip hop', 'manguebeat'];https://open.spotify.com/track/70Bscj6a9VX0vhemaWQc4M
5819;No Matter What;Only Human (Special Edition);Calum Scott;43434;236906;67;1;0,901;0,5;0,295;0;0,104;0,273;-7,894;0,0307;135,076;236907;4;['neo mellow', 'pop', 'viral pop'];https://open.spotify.com/track/5Tb6K5YFvUNXREaGbDLn1m
5820;De Sol A Sol - Ao Vivo;Intensamente Hoje!;Matheus & Kauan;43230;173260;44;0;0,0768;0,575;0,861;0;0,584;0,392;-4,089;0,0596;113,913;173260;4;['pop nacional', 'sertanejo universitario'];https://open.spotify.com/track/1Q7AuViM3zIc4CdfTJaMo4
5821;Anpanman;Love Yourself 轉 'Tear';BTS;43238;232966;66;0;0,0237;0,813;0,875;0;0,288;0,756;-2,92;0,0918;99,004;232966;4;['k-pop', 'k-pop boy group'];https://open.spotify.com/track/4lRwa7PKcGIuJMwtPIYKdy
5822;Runaway;Come Over When You're Sober, Pt. 2;Lil Peep;43413;192760;70;0;0,44;0,399;0,591;0,0616;0,446;0,175;-8,792;0,052;79,892;192760;3;['emo rap', 'lgbtq+ hip hop'];https://open.spotify.com/track/1FBi1YWCAxlRmfuUbMINqO
5823;Black Rover;wizard;Vickeblanka;43425;209573;67;1;0,00139;0,592;0,937;0,0000174;0,189;0,529;-4,905;0,0442;102,073;209573;4;['anime rock', 'j-pop', 'otacore'];https://open.spotify.com/track/0OGw7V8wAI6OsZIQ12JkTP
5824;Talvez;Talvez;Carol Biazin;43382;206691;44;1;0,256;0,702;0,47;0,0000176;0,122;0,341;-8,605;0,0427;159,89;206691;4;['nova mpb', 'r&b brasileiro'];https://open.spotify.com/track/5wIhlVJBnKV2QGfrdOMRbl
5825;forever rain;mono.;RM;43395;271805;64;1;0,0307;0,389;0,591;0,0000653;0,392;0,252;-8,437;0,0622;138,902;271806;4;['melodic rap', 'rap', 'trap'];https://open.spotify.com/track/5fCDWDX2Kv9jc1s7nZfzOi
5826;Heart Stops Beating;Heart Stops Beating;Malifoo;43357;175031;44;1;0,0153;0,668;0,81;0,000279;0,111;0,406;-5,31;0,26;121,86;175032;4;['brazilian edm'];https://open.spotify.com/track/1Z8ozlFigFSLXQaZLiZezW
5827;Bloom;Bloom;Troye Sivan;43343;222096;64;1;0,031;0,708;0,701;0;0,392;0,504;-5,196;0,0328;120,932;222097;4;['pop', 'post-teen pop'];https://open.spotify.com/track/0oTyoTKEKMdF3rXcOLyEfN
5828;Ousado Amor;Ousado Amor;Paulo Cesar Baruk;43185;354966;44;0;0,201;0,316;0,438;0;0,0804;0,185;-8,891;0,0429;107,828;354967;4;['adoracao', 'brazilian gospel', 'world worship'];https://open.spotify.com/track/0WeHOnIMnwKEoS7DTPx1ho
5829;Teenager in Love;As She Pleases;Madison Beer;43133;214907;67;1;0,301;0,673;0,579;0,00000582;0,0705;0,578;-5,398;0,0278;109,976;214908;3;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/2IRH2r95UDqvlrrMOgOXjU
5830;Pouca Roupa - Ao Vivo;Gabriel Diniz Na Ilha (Ao Vivo);Gabriel Diniz;43175;211235;44;1;0,199;0,635;0,908;0,00000969;0,358;0,585;-2,291;0,0341;145,088;211235;4;['forro', 'funk carioca', 'sertanejo pop'];https://open.spotify.com/track/1MvWSGPY0FaKn1xqMriFeI
5831;Apaixãonada - Ao Vivo;No Pelo Em Campo Grande (ao Vivo);Hugo & Guilherme;43441;178656;44;1;0,597;0,813;0,77;0;0,708;0,71;-4,91;0,0442;121,916;178657;4;['sertanejo pop'];https://open.spotify.com/track/2j0JSBg1YXwqXsQ5abp2b7
5832;ESTOURO;O MENINO QUE QUERIA SER DEUS;Djonga;43175;211829;44;1;0,377;0,761;0,775;0;0,336;0,546;-4,572;0,384;129,819;211830;4;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/16OuDZsWmdLr4w97edKyJ6
5833;O Tiro;Lei de Muffin;Scatolove;43217;143230;44;1;0,81;0,615;0,223;0,00000584;0,332;0,237;-12,269;0,0353;129,8;143231;4;['brazilian rock'];https://open.spotify.com/track/1nX1R4vMHDeyliGNuTAjnH
5834;Pictures of Girls;Spring EP;Wallows;43196;204666;65;1;0,000248;0,443;0,819;0,00759;0,0802;0,494;-5,502;0,0322;154,958;204667;4;['indie pop', 'modern rock', 'rock'];https://open.spotify.com/track/415dK4glwDO7fXxYg3np8B
5835;Se arrependeu;Se arrependeu;Delano;43384;198181;46;0;0,0131;0,579;0,356;0;0,137;0,5;-7,754;0,0603;79,224;198182;5;['american shoegaze', 'indie punk', 'nu gaze'];https://open.spotify.com/track/0UZuYK5vTKTumx9iqu5z9E
5836;Cold;Cold;NEFFEX;43201;186240;64;1;0,0664;0,786;0,643;0,00000126;0,0985;0,702;-8,851;0,0877;125,06;186240;4;[];https://open.spotify.com/track/2FpWhUMOPGUVR95DkfKjGH
5837;Let You Love Me;Let You Love Me;Rita Ora;43364;190000;67;1;0,288;0,531;0,854;0;0,0773;0,456;-3,149;0,198;94,419;190000;4;['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop'];https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
5838;Kanye West da Bahia;Bluesman;Baco Exu do Blues;43427;250021;44;0;0,0755;0,609;0,652;0;0,244;0,573;-5,896;0,578;101,385;250021;4;['brazilian hip hop', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro'];https://open.spotify.com/track/03NCUnoUnGAU7fjTaY8Lvo
5839;Ruído Branco Relaxante;Ruído Branco;Ruído Branco;43283;240240;44;0;0,132;0;0,0000201;0,343;0,504;0;-16,831;0;0;240240;0;[];https://open.spotify.com/track/3bQBSYpGQfnv0YOMiJGgRi
5840;Anjo Protetor;Outono;Gabriel Elias;43182;219257;45;1;0,494;0,667;0,654;0;0,312;0,824;-8,056;0,0313;138,001;219257;4;['brazilian reggae'];https://open.spotify.com/track/3VdeZzowGusdGH9YbNX5fu
5841;Oasis;Simulacre;Potyguara Bardo;43321;263352;44;0;0,435;0,693;0,586;0;0,139;0,676;-8,165;0,0353;124,072;263353;4;['funk carioca', 'musica potiguar', 'nova mpb', 'pop lgbtq+ brasileira', 'rap potiguar'];https://open.spotify.com/track/0c3TyfP1ZKzlgWHrtj2R53
5842;Aluga-se;Aluga-se;Bárbara Dias;43357;125955;44;1;0,805;0,445;0,267;0;0,11;0,348;-12,288;0,0374;96,85;125955;4;['axe'];https://open.spotify.com/track/1i2vei4vkOOQB3ag6IMAYM
5843;Um Passo A Frente - Ao Vivo;Atitude 67 (Ao Vivo);Atitude 67;43154;257253;44;1;0,649;0,596;0,821;0;0,955;0,54;-4,82;0,0484;149,991;257253;4;['funk carioca', 'pop nacional', 'sertanejo pop'];https://open.spotify.com/track/6YifXcvf0suZo4gauyOIFb
5844;WANTED U;BALLADS 1;Joji;43399;251015;69;1;0,105;0,305;0,715;0,0495;0,0906;0,29;-7,54;0,0554;82,977;251015;4;['alternative r&b', 'viral pop'];https://open.spotify.com/track/0Y9D1Bc4fAkeZnVsGKdij6
5845;Alaska, Pt. 2;Teoria do Ciclo da Água;Froid;43388;232560;44;0;0,0459;0,478;0,601;0;0,087;0,314;-5,744;0,219;88,206;232560;3;['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock'];https://open.spotify.com/track/4GX3rgGpnofCyMdLzILs09
5846;Cut My Lip;Trench;Twenty One Pilots;43378;282613;64;1;0,12;0,641;0,561;0,0021;0,358;0,678;-5,856;0,0355;111,938;282613;4;['modern rock', 'rock'];https://open.spotify.com/track/6gFtgkh8ShkrJn52Cbdhxy
5847;Alma Gêmea - Ao Vivo;10 Anos de Triunfo (Ao Vivo);Emicida;43211;242506;44;1;0,524;0,613;0,56;0;0,428;0,572;-8,505;0,0283;140,875;242507;3;['afrofuturismo brasileiro', 'brazilian hip hop', 'brazilian rock', 'funk ostentacao', 'hip hop tuga', 'manguebeat', 'pop lgbtq+ brasileira'];https://open.spotify.com/track/2fvgJaMdvBFm4VHbUIJRGT
5848;Gelborn Heights;Soft Slow Sleep;Guyara;43161;193349;55;0;0,968;0,151;0,0237;0,894;0,107;0,0337;-29,067;0,055;139,79;193349;4;['background music'];https://open.spotify.com/track/5D1t5wq4NGB1Z1r0fkcscF
5849;My Cave;Thinking Out Loud;Moons;43245;161482;44;1;0,869;0,529;0,41;0,000185;0,128;0,422;-10,785;0,0575;108,693;161483;4;['classic rock', 'country rock', 'folk', 'folk rock', 'rock', 'roots rock', 'singer-songwriter'];https://open.spotify.com/track/5uDlm8JdzS3AeDT3ibo8Vk
5850;Beijo na Guanabara;Os Três Primeiros (Gravado Ao Vivo no Circo Voador);Skank;43383;202486;44;1;0,526;0,727;0,593;0,00000662;0,053;0,799;-5,435;0,0705;171,963;202486;4;['dancehall', 'modern reggae'];https://open.spotify.com/track/50YFa7UUSyLlc6dWwhUWos
5851;Take A Step Back;You Will Regret (Reloaded);Ski Mask The Slump God;43133;210386;73;1;0,111;0,8;0,591;0;0,429;0,747;-8,808;0,271;117,003;210387;4;['miami hip hop', 'rap', 'underground hip hop'];https://open.spotify.com/track/2gQYziDV5cSTRSqr6akzi5
5852;Back Of My Mind;A 20 Something Fuck;Two Feet;43378;186053;59;1;0,762;0,785;0,489;0,00104;0,258;0,468;-7,122;0,0573;129,911;186053;4;['indie poptimism', 'modern rock'];https://open.spotify.com/track/4uj4utePoGkOSAkAIFNAB9
5853;Hoje Que Tu Brota na Minha Base;Hoje Que Tu Brota na Minha Base;Mc Alysson;43259;176065;44;1;0,733;0,857;0,62;0;0,0929;0,379;-3,738;0,237;149,889;176065;4;['funk carioca'];https://open.spotify.com/track/4T5HWV1f1t4pAp1tqG7Sm8
5854;Drive - Edit;Drive;Black Coffee;43336;191258;62;0;0,00123;0,721;0,789;0,0468;0,0791;0,424;-8,779;0,0379;118,024;191258;4;['lo-fi beats'];https://open.spotify.com/track/4y5oUfeXmLChghDbnMGHDk
5855;Reunião de Negócios II;Reunião de Negócios II;Neo Beats;43420;263909;44;0;0,27;0,649;0,685;0;0,132;0,684;-8,725;0,412;132,698;263910;4;['nova mpb', 'r&b brasileiro'];https://open.spotify.com/track/7lD34FQs6hq7JY44cA6d8a
5856;Teenage Fantasy;Lost & Found;Jorja Smith;43259;226906;64;0;0,47;0,583;0,677;0,193;0,43;0,495;-10,21;0,439;176,119;226906;4;['pop', 'uk contemporary r&b'];https://open.spotify.com/track/0fIFjeeLJjIBliWUCsxyMF
5857;Como Se Fosse Ontem;Adrenalizou;Vitor Kley;43391;177634;44;0;0,171;0,651;0,754;0;0,108;0,814;-5,613;0,0459;88,008;177634;4;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional', 'portuguese pop'];https://open.spotify.com/track/4C6gkJjy1N8OKOdYwXKplz
5858;Stuck with Me;Hard To Imagine The Neighbourhood Ever Changing;The Neighbourhood;43406;258226;61;0;0,018;0,538;0,742;0,014;0,152;0,425;-6,365;0,0521;165,951;258227;4;['modern alternative rock', 'modern rock', 'pop', 'rock'];https://open.spotify.com/track/6eMeqiSoQYtM8u3vvfth21
5859;DDU-DU DDU-DU;BLACKPINK IN YOUR AREA;BLACKPINK;43439;209493;65;0;0,0295;0,71;0,835;0;0,209;0,447;-3,499;0,0586;139,948;209493;4;['k-pop', 'k-pop girl group'];https://open.spotify.com/track/4jUEHIrc443f743JbyLN0y
5860;Moby Dick;Moby Dick;kamaitachi;43329;235441;44;0;0,898;0,517;0,318;0,00000903;0,084;0,346;-11,669;0,0632;105,316;235442;4;['j-idol', 'japanese electropop'];https://open.spotify.com/track/6lwptbIT9NaV7wV1XtZw1U
5861;Don't Watch Me Cry;Lost & Found;Jorja Smith;43259;190429;68;1;0,887;0,559;0,157;0;0,107;0,348;-10,132;0,0414;130,877;190430;4;['pop', 'uk contemporary r&b'];https://open.spotify.com/track/202lm9YX5WmAac83tOGlVn
5862;Scarborough Fair;Scarborough Fair;AURORA;43196;209000;44;1;0,561;0,362;0,328;0,000695;0,209;0,248;-10,954;0,0282;139,928;209000;3;['lo-fi beats'];https://open.spotify.com/track/7K93u9VwaiXG0dBmIjJnxs
5863;Eita!;Eita!;PEDRO SAMPAIO;43326;140214;44;0;0,00768;0,825;0,571;0,000019;0,0949;0,694;-7,434;0,0473;104,989;140214;4;['funk carioca'];https://open.spotify.com/track/0ItXEnvzFajJp5Kybs1tyE
5864;Hold My Girl;Staying at Tamara's;George Ezra;43182;211763;73;1;0,597;0,614;0,527;0;0,11;0,354;-6,374;0,0302;121,941;211764;4;['folk-pop', 'modern rock', 'neo-singer-songwriter', 'pop', 'pop rock'];https://open.spotify.com/track/42bbDWZ8WmXTH7PkYAlGLu
5865;ADAMAS;Akai Wana (Who Loves It?) / ADAMAS;LiSA;43446;225000;66;0;0,00906;0,508;0,991;0,0000128;0,316;0,295;-1,768;0,123;95,524;225000;4;['anime rock', 'j-pixie', 'otacore'];https://open.spotify.com/track/7xsTPnzpEcqCQguRxnBxOR
5866;É Tudo Puta;É Tudo Puta;MC Maneirinho;43130;142841;44;0;0,0951;0,961;0,623;0,0756;0,0678;0,728;-5,488;0,131;130,092;142842;4;['funk bh', 'funk carioca', 'funk consciente', 'funk ostentacao', 'trap funk'];https://open.spotify.com/track/1x82ck25gCbMhOjzPriTO3
5867;O Segundo Sol: Turnê Jardim-Pomar (Ao Vivo em Porto Alegre);O Segundo Sol: Turnê Jardim-Pomar (Ao Vivo em Porto Alegre);Nando Reis;43259;253973;44;1;0,113;0,381;0,76;0,0000802;0,069;0,535;-8,141;0,0706;151,674;253973;4;['brazilian rock', 'mpb', 'pop rock brasileiro'];https://open.spotify.com/track/4pID7hvPWS15Xu1e2XdraW
5868;X (with 2 Chainz & Saudi);Black Panther The Album Music From And Inspired By;Kendrick Lamar;43140;267426;69;1;0,0201;0,768;0,471;0;0,268;0,405;-8,406;0,259;131,023;267427;4;['conscious hip hop', 'hip hop', 'rap', 'west coast rap'];https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
5869;Mob Ties;Scorpion;Drake;43280;205146;71;0;0,045;0,754;0,575;0,00131;0,276;0,491;-8,393;0,0682;86,009;205147;4;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
5870;better off;Sweetener;Ariana Grande;43329;171333;66;1;0,216;0,597;0,524;0;0,112;0,0549;-7,247;0,0537;92,568;171333;4;['dance pop', 'pop', 'post-teen pop'];https://open.spotify.com/track/3NbTQ8ZbHU6MSEVUFAVCJ9
5871;Velhas Fotos;Sangue, Ouro e Pólvora;Tequila Baby;43110;223840;44;1;0,0000152;0,603;0,817;0,0115;0,107;0,795;-7,059;0,0299;125,032;223840;4;['brazilian punk', 'brazilian punk rock', 'brazilian rock', 'rock curitibano', 'rock gaucho'];https://open.spotify.com/track/2u6vabaMluA95PcZ9NhQSL
5872;Respeita - Tour USA;Blessed (Tour USA);Bruno & Barretto;43217;144718;44;0;0,402;0,66;0,868;0;0,216;0,809;-3,913;0,185;174,193;144718;4;['sertanejo', 'sertanejo pop', 'sertanejo universitario'];https://open.spotify.com/track/4PO323x6MkDNMnw8ZlGAMe
5873;The Good Side;Bloom;Troye Sivan;43343;268597;66;1;0,406;0,426;0,284;0,00335;0,362;0,311;-15,492;0,0616;112,039;268597;4;['pop', 'post-teen pop'];https://open.spotify.com/track/4qAHuJq5T4Q97EQZG47H0P
5874;Bota a Palma da Mão No Chão;Putaria do Kitinho;Mc Kitinho;43133;180976;44;1;0,831;0,898;0,495;0;0,0591;0,662;-6,969;0,366;130,071;180976;4;['funk carioca', 'funk ostentacao'];https://open.spotify.com/track/1OTqycYwHkFRlNutKepN2v
5875;Mamita - Portuguese Version;Mamita (Portuguese Version);CNCO;43182;174201;49;1;0,0779;0,783;0,704;0,0000169;0,165;0,503;-4,717;0,06;90,995;174201;4;['boy band', 'latin', 'latin pop', 'reggaeton', 'tropical'];https://open.spotify.com/track/5T0MplUFJtqR4OpO9uNJLC
5876;Lenha - Acústico / Ao Vivo;Acústico Na Casa Do Lago (Acústico / Ao Vivo);Maneva;43371;214570;44;0;0,782;0,799;0,316;0,00181;0,321;0,748;-11,263;0,0583;140,015;214571;4;['brazilian reggae', 'pop nacional'];https://open.spotify.com/track/2kGPMONeeLNECSwd1fbaAe
5877;In Time;In Time;KVSH;43413;182030;45;1;0,0951;0,64;0,851;0;0,0446;0,43;-5,271;0,161;122,255;182031;4;['brazilian edm', 'trance brasileiro'];https://open.spotify.com/track/4ARuO0OvWYWc8IjmnRCtSo
5878;Sim, é sobre você.;CUTE BUT PSYCHO;Manu Gavassi;43455;170205;44;1;0,471;0,794;0,451;0;0,146;0,531;-9,108;0,18;148,112;170206;4;['funk carioca', 'nova mpb', 'pop', 'pop nacional', 'post-teen pop'];https://open.spotify.com/track/6t089IXB8EbORAYedZPBmF
5879;A Whisper In The Dark;Incomplete;Gavin Luke;43413;139752;49;1;0,983;0,18;0,106;0,941;0,112;0,0686;-21,673;0,0351;93,639;139752;4;['background music', 'background piano', 'calming instrumental', 'focus', 'neo-classical'];https://open.spotify.com/track/2Z3fkveFoRRkkQZ3ow282m
5880;A Paz;A Paz;Yahoo;43431;221285;44;1;0,413;0,677;0,587;0,00427;0,199;0,551;-7,756;0,0233;108,06;221286;4;[];https://open.spotify.com/track/1KWfe3foeRReSVyMRXIFJr
5881;Pot-Pourri: Amanhã / O Que Tinha Que Dar - Ao Vivo;De Volta Pro Amanhã, Vol. 2 (Ao Vivo);Sorriso Maroto;43126;264289;44;1;0,629;0,347;0,748;0;0,528;0,654;-7,333;0,0442;150,051;264290;4;['pagode', 'sertanejo universitario'];https://open.spotify.com/track/01KjTLC9ipUY6MAYgE6Fs2
5882;Sentença - Acústico;Sentença (Acústico);Di Ferrero;43224;178232;44;0;0,36;0,764;0,428;0;0,0896;0,851;-8,194;0,067;98,958;178232;4;['brazilian rock', 'nova mpb', 'pop nacional'];https://open.spotify.com/track/0kwY5TYDNVBmRnyH78cOC1
5883;crash;vertigo;EDEN;43119;232412;69;0;0,872;0,503;0,212;0,000293;0,12;0,185;-12,735;0,0658;118,492;232412;4;['indie poptimism', 'modern rock', 'pop'];https://open.spotify.com/track/7EkMIQ2PzEzwQroLl6dUvw
5884;Bandito;Trench;Twenty One Pilots;43378;330986;65;0;0,256;0,661;0,52;0,0246;0,105;0,427;-8,367;0,028;127,089;330987;4;['modern rock', 'rock'];https://open.spotify.com/track/5INKIG4QNuD4xq7qZcfPzp
5885;Beautiful;COSMIC;Bazzi;43202;178242;70;1;0,214;0,666;0,677;0;0,0979;0,178;-5,743;0,0326;100,014;178242;4;['pop', 'post-teen pop'];https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
5886;Uma Vida É Pouco pra Te Amar;Uma Vida É Pouco pra Te Amar;Izaac Santos;43203;262000;44;1;0,635;0,48;0,511;0,00477;0,101;0,119;-11,823;0,0387;120,011;262000;4;['adoracao'];https://open.spotify.com/track/4CoFQ0oBEtRESmIoO4CZFy
5887;Breathe;I met you when I was 18. (the playlist);Lauv;43251;237810;64;1;0,728;0,32;0,393;0;0,341;0,193;-8,08;0,039;136,746;237810;4;['pop', 'post-teen pop'];https://open.spotify.com/track/373q2bp4ZvyJ9kFZcpJSMs
5888;Vaina Loca;Aura;Ozuna;43336;176133;74;1;0,315;0,754;0,805;0;0,203;0,555;-4,249;0,0752;93,982;176133;4;['latin', 'latin hip hop', 'reggaeton', 'tropical'];https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
5889;Nois Tá Bolando um Plano;Nois Tá Bolando um Plano;Mc Don Juan;43271;142894;44;1;0,52;0,539;0,792;0;0,131;0,524;-2,495;0,252;132,756;142895;4;['batidao romantico', 'funk carioca', 'funk ostentacao', 'funk paulista'];https://open.spotify.com/track/2FHmZoyY94SR0sMnW1elze
5890;Aquele Menino;Audaz;Filipe Ret;43329;233032;44;0;0,189;0,744;0,708;0,0000154;0,652;0,565;-8,716;0,112;95,981;233033;4;['brazilian hip hop', 'funk carioca', 'pop rap brasileiro'];https://open.spotify.com/track/1otHb1wLN01oeN5n1loOP0
5891;Silly Girl;Rabbit Hearted.;chloe moriondo;43312;198807;66;1;0,944;0,479;0,0436;0,0000942;0,126;0,133;-22,849;0,0639;79,141;198808;1;['bedroom pop', 'indie pop'];https://open.spotify.com/track/0ZP3E9L1I0C6rmD0CAKqDc
5892;Tem Tudo a Ver - Ao Vivo;Ao Vivo no Mercado Público de Floripa;Quinteto S.A.;43144;228855;44;1;0,397;0,39;0,681;0,00000209;0,349;0,908;-12,298;0,0431;202,927;228856;4;['pagode novo'];https://open.spotify.com/track/4dmVh4SqJA0htBxbISxJf9
5893;It Runs Through Me;Geography;Tom Misch;43196;261881;68;0;0,205;0,802;0,607;0,000748;0,246;0,274;-11,028;0,289;96,916;261881;4;['indie soul', 'jazz pop'];https://open.spotify.com/track/02CygBCQOIyEuhNZqHHcNx
5894;Trivia 承 : Love;Love Yourself 結 'Answer';BTS;43336;225697;65;0;0,246;0,761;0,761;0;0,103;0,483;-5,721;0,0897;121,972;225698;4;['k-pop', 'k-pop boy group'];https://open.spotify.com/track/6aHCXTCkPiB4zgXKpB7BHS
5895;Endymion;Endymion;Réka Ioescu;43372;152230;63;1;0,996;0,391;0,00241;0,949;0,134;0,388;-30,569;0,079;67,191;152231;4;['background music'];https://open.spotify.com/track/3Se2ifaSm69Np4OtyaNNKa
5896;Além dos Dreadlocks;Além dos Dreadlocks;Ari;43224;219666;44;0;0,465;0,679;0,579;0;0,111;0,962;-8,194;0,123;89,982;219667;4;['pop rap', 'rap', 'rhode island rap'];https://open.spotify.com/track/1IRv5L2XG659hAWsmoC1Ij
5897;Areia;Areia;Sandy;43336;223579;44;1;0,817;0,358;0,209;0;0,106;0,106;-10,562;0,0329;87,041;223580;5;['meme rap'];https://open.spotify.com/track/3kXOMpUjIGkRHyZiAp7eMS
